,"Greece, EURIBOR, 12 Month, Fixing","Bahrain, BHIBOR, 1 Year, Fixing, Ask","Germany, EURIBOR, 12 Month, Fixing","United States, LIBOR, 12 Month, Fixing","United Kingdom, LIBOR, 12 Month, Fixing","Japan, LIBOR, 12 Month, Fixing","France, EURIBOR, 12 Month, Fixing","Singapore, 12 Month","Spain, LIBOR, 12 Month, Fixing","Switzerland, LIBOR, 12 Month, Fixing","Italy, LIBOR, 12 Month, Fixing","Belgium, EURIBOR, 12 Month, Fixing","Netherlands, EURIBOR, 12 Month, Fixing","Finland, EURIBOR, 12 Month, Fixing","Hong Kong, HIBOR, 12 Month, Fixing","Czech Republic, PRIBOR, 12 Month, Fixing","Portugal, EURIBOR, 12 Month, Fixing","Romania, ROBOR, 12 Month, Fixing","Denmark, CIBOR, 12 Month, Fixing"
01/08/2007,4.781,3.75,4.781,5.275,6.5725,1.14375,4.781,2.88,4.77938,3.0025,4.77938,4.781,4.781,4.781,4.75714,3.8,4.847,7.26,4.9033
01/09/2007,4.726,3.75,4.726,4.90125,6.19375,1.1525,4.726,2.69,4.725,2.99583,4.725,4.726,4.726,4.726,4.85071,3.83,4.792,7.51,4.89
01/10/2007,4.599,3.75,4.599,4.6375,6.15,1.07875,4.599,2.63,4.61313,2.97917,4.61313,4.599,4.599,4.599,4.28429,3.84,4.663,7.78,4.82
01/11/2007,4.692,3.75,4.692,4.4575,6.04938,1.10375,4.692,2.69,4.68813,2.9,4.68813,4.692,4.692,4.692,3.72214,4.1,4.757,8.47,4.855
01/12/2007,4.745,3.75,4.745,4.22375,5.74375,1.0525,4.745,2.63,4.74688,2.97667,4.74688,4.745,4.745,4.745,3.45571,4.23,4.811,8.56,4.9
01/01/2008,4.316,3.75,4.316,2.84938,5.36375,1,4.316,1.69,4.32125,2.72833,4.32125,4.316,4.316,4.316,2.37786,4.09,4.376,9.5,4.6
01/02/2008,4.382,3.75,4.382,2.70875,5.56,1.095,4.382,1.63,4.38688,2.86667,4.38688,4.382,4.382,4.382,2.19714,4.15,4.443,10.69,4.64
01/03/2008,4.725,3.75,4.725,2.48625,5.84375,1.10125,4.725,1.56,4.72563,3.05833,4.72563,4.725,4.725,4.725,2.01643,4.32,4.791,11.12,4.935
01/04/2008,4.955,3.75,4.955,3.07875,5.81438,1.1025,4.955,1.63,4.95688,3.105,4.95688,4.955,4.955,4.955,2.54143,4.27,5.024,11.97,5.1283
01/05/2008,5.097,3.75,5.097,3.16375,6.15375,1.1225,5.097,1.69,5.09125,3.1225,5.09125,5.097,5.097,5.097,2.67143,4.29,5.168,11.43,5.3683
01/06/2008,5.39,3.75,5.39,3.31063,6.44875,1.1575,5.39,1.88,5.39375,3.26,5.39375,5.39,5.39,5.39,3.14214,4.46,5.465,12.01,5.7433
01/07/2008,5.366,3.75,5.366,3.2525,6.17063,1.16125,5.366,1.75,5.36688,3.2,5.36688,5.366,5.366,5.366,3.03786,4.04,5.441,11.9,5.7183
01/08/2008,5.335,3.75,5.335,3.20688,6.02,1.1425,5.335,1.75,5.32688,3.17333,5.32688,5.335,5.335,5.335,2.92857,3.85,5.409,12.77,5.7
01/09/2008,5.495,3.75,5.495,3.9625,6.51875,1.22,5.495,1.88,5.49375,3.275,5.49375,5.495,5.495,5.495,3.31589,4.01,5.571,13.75,5.825
01/10/2008,4.865,3.75,4.865,3.17375,6.01,1.15563,4.865,1.63,4.87125,3.08667,4.87125,4.865,4.865,4.865,3.49286,4.64,4.933,17.69,6.4433
01/11/2008,3.951,3.75,3.951,2.76625,4.11625,1.13125,3.951,1.19,3.9575,1.67,3.9575,3.951,3.951,3.951,2.45071,4.33,4.006,15.92,6.0117
01/12/2008,3.049,3.75,3.049,2.00375,3.07375,1.0875,3.049,1.25,3.05875,1.095,3.05875,3.049,3.049,3.049,1.84929,3.93,3.091,15.46,4.93
01/01/2009,2.273,3.75,2.273,1.975,2.48,0.9825,2.273,0.94,2.2825,0.96333,2.2825,2.273,2.273,2.273,1.69571,2.95,2.305,15.2,3.97
01/02/2009,2.033,3.75,2.033,2.11938,2.38125,0.97075,2.033,0.94,2.03625,0.94667,2.03625,2.033,2.033,2.033,1.63929,2.82,2.061,15.35,3.7883
01/03/2009,1.812,3.75,1.812,1.97188,2.07063,0.94438,1.812,1,1.82563,0.84833,1.82563,1.812,1.812,1.812,1.54071,2.82,1.837,14.77,3.1283
01/04/2009,1.728,3.75,1.728,1.87688,1.915,0.905,1.728,1,1.72875,0.845,1.72875,1.728,1.728,1.728,1.40071,2.83,1.752,13.26,2.985
01/05/2009,1.631,3.75,1.631,1.6,1.7575,0.88338,1.631,1,1.64063,0.84333,1.64063,1.631,1.631,1.631,1.09714,2.62,1.654,11,2.6417
01/06/2009,1.504,3.75,1.504,1.60625,1.69875,0.8675,1.504,1,1.50125,0.80833,1.50125,1.504,1.504,1.504,1.08857,2.58,1.525,10.59,2.4033
01/07/2009,1.355,3.75,1.355,1.4975,1.4238,0.8319,1.355,1,1.35,0.7708,1.35,1.355,1.355,1.355,0.93857,2.56,1.374,9.54,2.2233
01/08/2009,1.304,3.75,1.304,1.33,1.2262,0.815,1.304,1,1.29563,0.7283,1.29563,1.304,1.304,1.304,0.86857,2.42,1.322,9.61,2.052
01/09/2009,1.236,3.75,1.236,1.2638,1.1025,0.7938,1.236,1,1.23813,0.6983,1.23813,1.236,1.236,1.236,0.86929,2.44,1.253,9.43,1.8733
01/10/2009,1.237,3.75,1.237,1.1994,1.1719,0.7519,1.237,1,1.23,0.6883,1.23,1.237,1.237,1.237,0.76643,2.36,1.254,10.34,1.816
01/11/2009,1.234,3.75,1.234,1.0175,1.2162,0.7125,1.234,1,1.22,0.6483,1.22,1.234,1.234,1.234,0.54929,2.3,1.251,10.27,1.854
01/12/2009,1.248,3.75,1.248,0.9844,1.2475,0.6938,1.248,1,1.2175,0.6383,1.2175,1.248,1.248,1.248,0.66929,2.13,1.265,10.48,1.856
01/01/2010,1.225,3.75,1.225,0.8462,1.2638,0.6838,1.225,0.94,1.2025,0.6283,1.2025,1.225,1.225,1.225,0.54929,2.07,1.242,8.46,1.814
01/02/2010,1.215,3.75,1.215,0.8394,1.2956,0.6806,1.215,0.94,1.19625,0.6183,1.19625,1.215,1.215,1.215,0.51,1.98,1.232,7.23,1.83
01/03/2010,1.212,3.75,1.212,0.92,1.3181,0.6775,1.212,0.94,1.18875,0.6383,1.18875,1.212,1.212,1.212,0.58786,1.94,1.229,6.51,1.795
01/04/2010,1.236,3.75,1.236,1.0156,1.3706,0.6712,1.236,0.94,1.21813,0.63,1.21813,1.236,1.236,1.236,0.57,1.91,1.253,6.25,1.81
01/05/2010,1.26,3.75,1.26,1.2041,1.4222,0.6725,1.26,0.88,1.23625,0.5133,1.23625,1.26,1.26,1.26,0.78929,1.78,1.278,7.09,1.775
01/06/2010,1.306,3.75,1.306,1.1731,1.4581,0.6738,1.306,0.88,1.28875,0.4917,1.28875,1.306,1.306,1.306,1.04929,1.76,1.324,7.4,1.73
01/07/2010,1.417,3.75,1.417,1.0367,1.4781,0.6712,1.417,0.88,1.39,0.5017,1.39,1.417,1.417,1.417,0.84,1.77,1.437,7.28,1.7375
01/08/2010,1.414,3.75,1.414,0.8431,1.4627,0.6688,1.414,0.88,1.38688,0.5033,1.38688,1.414,1.414,1.414,0.74857,1.77,1.434,7.22,1.7425
01/09/2010,1.433,3.75,1.433,0.7778,1.4708,0.66,1.433,0.88,1.42,0.515,1.42,1.433,1.433,1.433,0.8,1.79,1.453,7.21,1.75
01/10/2010,1.54,3.75,1.54,0.7622,1.4804,0.6381,1.54,0.81,1.50688,0.5167,1.50688,1.54,1.54,1.54,0.69,1.79,1.561,7.14,1.78
01/11/2010,1.53,3.75,1.53,0.7866,1.4881,0.5863,1.53,0.81,1.4875,0.5267,1.4875,1.53,1.53,1.53,0.74,1.79,1.551,7.05,1.78
01/12/2010,1.507,3.75,1.507,0.7809,1.5094,0.5662,1.507,0.81,1.4725,0.5167,1.4725,1.507,1.507,1.507,0.70071,1.8,1.528,7.02,1.7625
01/01/2011,1.644,3.75,1.644,0.7812,1.5331,0.5675,1.644,0.81,1.57375,0.52,1.57375,1.644,1.644,1.644,0.59143,1.79,1.667,6.48,1.78
01/02/2011,1.767,3.75,1.767,0.7902,1.5762,0.5688,1.767,0.78,1.695,0.525,1.695,1.767,1.767,1.767,0.64,1.81,1.792,6.77,1.81
01/03/2011,1.996,3.75,1.996,0.7825,1.5987,0.5688,1.996,0.81,1.9475,0.5567,1.9475,1.996,1.996,1.996,0.65,1.84,2.024,6.72,1.935
01/04/2011,2.132,3.75,2.132,0.761,1.5916,0.5631,2.132,0.88,2.09688,0.5567,2.09688,2.132,2.132,2.132,0.62,1.84,2.162,6.74,2.0425
01/05/2011,2.138,3.75,2.138,0.7295,1.585,0.56,2.138,0.81,2.10625,0.5417,2.10625,2.138,2.138,2.138,0.62,1.83,2.168,6.72,2.0925
01/06/2011,2.162,3.75,2.162,0.7335,1.5788,0.56,2.162,0.75,2.1375,0.5367,2.1375,2.162,2.162,2.162,0.64071,1.77,2.192,6.7,2.1625
01/07/2011,2.178,3.75,2.178,0.7602,1.5878,0.5594,2.178,0.75,2.16938,0.5287,2.16938,2.178,2.178,2.178,0.66893,1.76,2.208,6.61,2.225
01/08/2011,2.089,3.75,2.089,0.8,1.6497,0.5538,2.089,0.69,2.05625,0.285,2.05625,2.089,2.089,2.089,0.69,1.73,2.118,6.79,2.0175
01/09/2011,2.084,3.75,2.084,0.8649,1.7162,0.5525,2.084,0.69,2.04188,0.2995,2.04188,2.084,2.084,2.084,0.66929,1.73,2.113,6.91,1.8525
01/10/2011,2.121,3.75,2.121,0.9356,1.7603,0.5525,2.121,0.69,2.08188,0.3078,2.08188,2.121,2.121,2.121,0.71214,1.72,2.15,6.91,1.8825
01/11/2011,2.035,3.75,2.035,1.0711,1.8225,0.5556,2.035,0.75,2.01063,0.325,2.01063,2.035,2.035,2.035,0.82071,1.7,2.063,6.8,1.745
01/12/2011,1.947,3.75,1.947,1.1269,1.8684,0.5543,1.947,0.56,1.91343,0.325,1.91343,1.947,1.947,1.947,0.88,1.73,1.974,6.66,1.5825
01/01/2012,1.754,3.75,1.754,1.0957,1.8933,0.5543,1.754,0.56,1.72857,0.3412,1.72857,1.754,1.754,1.754,0.86071,1.74,1.778,6.22,1.59
01/02/2012,1.614,3.75,1.614,1.0598,1.8831,0.5537,1.614,0.56,1.59571,0.3628,1.59571,1.614,1.614,1.614,0.83464,1.77,1.636,5.76,1.586
01/03/2012,1.416,3.75,1.416,1.0485,1.8631,0.5523,1.416,0.56,1.38064,0.392,1.38064,1.416,1.416,1.416,0.84393,1.77,1.436,5.47,1.558
01/04/2012,1.311,3.75,1.311,1.0472,1.8628,0.5523,1.311,0.56,1.2975,0.3928,1.2975,1.311,1.311,1.311,0.86179,1.78,1.329,5.23,1.525
01/05/2012,1.232,3.75,1.232,1.0692,1.8378,0.5523,1.232,0.56,1.22679,0.3862,1.22679,1.232,1.232,1.232,0.88179,1.76,1.249,5.45,1.3775
01/06/2012,1.213,3.75,1.213,1.068,1.6802,0.5523,1.213,0.56,1.18679,0.382,1.18679,1.213,1.213,1.213,0.88964,1.61,1.23,5.48,1.135
01/07/2012,0.946,3.75,0.946,1.0535,1.4884,0.5523,0.946,0.56,0.90393,0.3714,0.90393,0.946,0.946,0.946,0.87143,1.52,0.959,5.61,0.865
01/08/2012,0.805,3.75,0.805,1.032,1.4053,0.5451,0.805,0.56,0.75357,0.3594,0.75357,0.805,0.805,0.805,0.87,1.38,0.816,6.21,0.846
01/09/2012,0.684,3.75,0.684,0.973,1.2956,0.5351,0.684,0.56,0.64929,0.3504,0.64929,0.684,0.684,0.684,0.86071,1.24,0.694,6.11,0.87
01/10/2012,0.618,3.75,0.618,0.8755,1.0956,0.5151,0.618,0.6,0.55071,0.326,0.55071,0.618,0.618,0.618,0.85571,1.05,0.627,6.15,0.858
01/11/2012,0.574,3.75,0.574,0.86,1.0325,0.5116,0.574,0.56,0.48429,0.3084,0.48429,0.574,0.574,0.574,0.85679,0.88,0.582,6.33,0.768
01/12/2012,0.542,3.75,0.542,0.8435,1.0138,0.4871,0.542,0.6,0.44,0.2564,0.44,0.542,0.542,0.542,0.85643,0.87,0.55,6.31,0.78
01/01/2013,0.62,3.75,0.62,0.781,0.9812,0.4714,0.62,0.56,0.49857,0.2744,0.49857,0.62,0.62,0.62,0.84643,0.84,0.629,6.07,0.884
01/02/2013,0.557,3.75,0.557,0.7515,0.9325,0.4564,0.557,0.56,0.44571,0.2684,0.44571,0.557,0.557,0.557,0.845,0.81,0.565,5.91,0.806
01/03/2013,0.547,3.75,0.547,0.7315,0.90938,0.45071,0.547,0.56,0.42786,0.256,0.42786,0.547,0.547,0.547,0.85071,0.76,0.555,5.51,0.745
01/04/2013,0.51,3.75,0.51,0.7045,0.88688,0.44286,0.51,0.56,0.39857,0.2494,0.39857,0.51,0.51,0.51,0.84786,0.76,0.517,5.04,0.7025
01/05/2013,0.478,3.75,0.478,0.6892,0.88313,0.43643,0.478,0.56,0.39071,0.2455,0.39071,0.478,0.478,0.478,0.85571,0.76,0.485,4.59,0.6925
01/06/2013,0.527,3.75,0.527,0.68565,0.8975,0.42071,0.527,0.56,0.46929,0.2464,0.46929,0.527,0.527,0.527,0.86929,0.75,0.534,4.82,0.795
01/07/2013,0.536,3.75,0.536,0.67319,0.85938,0.41429,0.536,0.69,0.46643,0.2434,0.46643,0.536,0.536,0.536,0.87143,0.75,0.543,4.72,0.785
01/08/2013,0.545,3.75,0.545,0.6671,0.87188,0.41357,0.545,0.69,0.47857,0.2404,0.47857,0.545,0.545,0.545,0.87071,0.74,0.553,4.16,0.83
01/09/2013,0.539,1.7975,0.539,0.6294,0.87469,0.40786,0.539,0.68,0.46929,0.2364,0.46929,0.539,0.539,0.539,0.87143,0.73,0.546,3.88,0.8175
01/10/2013,0.548,1.8,0.548,0.6026,0.86781,0.38857,0.548,0.63,0.486,0.221,0.486,0.548,0.548,0.548,0.87286,0.72,0.556,3.43,0.7925
01/11/2013,0.501,1.8,0.501,0.578,0.87225,0.36571,0.501,0.6,0.45214,0.2024,0.45214,0.501,0.501,0.501,0.86357,0.61,0.508,3.36,0.7075
01/12/2013,0.556,1.8125,0.556,0.5831,0.91125,0.37286,0.556,0.63,0.51886,0.2114,0.51886,0.556,0.556,0.556,0.86643,0.6,0.564,3.15,0.74
01/01/2014,0.559,1.8167,0.559,0.5654,0.89313,0.36214,0.559,0.63,0.51743,0.1904,0.51743,0.559,0.559,0.559,0.87039,0.56,0.567,3.26,0.745
01/02/2014,0.549,1.8367,0.549,0.5533,0.895,0.35143,0.549,0.59402,0.51386,0.2024,0.51386,0.549,0.549,0.549,0.86857,0.55,0.557,3.62,0.72
01/03/2014,0.59,1.79,0.59,0.5581,0.91125,0.34429,0.59,0.59027,0.54671,0.1944,0.54671,0.59,0.59,0.59,0.86976,0.55,0.598,3.38,0.7625
01/04/2014,0.614,1.7725,0.614,0.549,0.925,0.34286,0.614,0.59499,0.57071,0.2014,0.57071,0.614,0.614,0.614,0.86429,0.54,0.623,3.43,0.77
01/05/2014,0.572,1.7625,0.572,0.5344,0.93888,0.33714,0.572,0.59499,0.52029,0.1804,0.52029,0.572,0.572,0.572,0.86571,0.53,0.58,3.14,0.74
01/06/2014,0.488,1.7475,0.488,0.5451,1.042,0.32714,0.488,0.59499,0.44029,0.1894,0.44029,0.488,0.488,0.488,0.865,0.53,0.495,2.82,0.77
01/07/2014,0.489,1.7225,0.489,0.5796,1.06838,0.34286,0.489,0.59499,0.445,0.2014,0.445,0.489,0.489,0.489,0.84741,0.52,0.496,2.64,0.78
01/08/2014,0.434,1.6967,0.434,0.5656,1.05338,0.32929,0.434,0.60049,0.38714,0.1744,0.38714,0.434,0.434,0.434,0.84571,0.52,0.44,2.7,0.735
01/09/2014,0.338,1.7125,0.338,0.5786,1.0615,0.31829,0.338,0.60361,0.30214,0.1664,0.30214,0.338,0.338,0.338,0.84143,0.52,0.343,3.01,0.66
01/10/2014,0.34,1.75,0.34,0.5538,1.00744,0.29614,0.34,0.63148,0.31143,0.1644,0.31143,0.34,0.34,0.34,0.83929,0.51,0.345,2.46,0.6725
01/11/2014,0.331,1.7167,0.331,0.5646,0.97119,0.27329,0.331,0.63529,0.30286,0.1504,0.30286,0.331,0.331,0.331,0.84143,0.51,0.336,2.1,0.6625
01/12/2014,0.325,1.7167,0.325,0.6288,0.97556,0.26614,0.325,0.67875,0.29357,0.0344,0.29357,0.325,0.325,0.325,0.84143,0.51,0.33,2.02,0.6275
01/01/2015,0.27,1.7167,0.27,0.6209,0.95588,0.26614,0.27,0.86601,0.235,-0.6296,0.235,0.27,0.27,0.27,0.84143,0.51,0.274,1.77,0.27
01/02/2015,0.233,1.7167,0.233,0.6796,0.98025,0.25186,0.233,0.93841,0.20714,-0.6216,0.20714,0.233,0.233,0.233,0.83929,0.5,0.236,1.67,0.205
01/03/2015,0.198,1.7,0.198,0.6942,0.96588,0.25686,0.198,1.16364,0.19786,-0.6076,0.19786,0.198,0.198,0.198,0.83857,0.48,0.201,1.71,0.245
01/04/2015,0.171,1.7333,0.171,0.70525,0.99088,0.24971,0.171,1.07621,0.17643,-0.5846,0.17643,0.171,0.171,0.171,0.84,0.48,0.173,1.66,0.2075
01/05/2015,0.16,1.775,0.16,0.7497,0.99931,0.25257,0.16,1.01839,0.17286,-0.5946,0.17286,0.16,0.16,0.16,0.84257,0.48,0.162,1.57,0.26
01/06/2015,0.164,1.8,0.164,0.7715,1.04063,0.24257,0.164,1.01367,0.16929,-0.647,0.16929,0.164,0.164,0.164,0.84257,0.48,0.166,1.68,0.27
01/07/2015,0.167,1.8,0.167,0.82835,1.07838,0.24829,0.167,1.06358,0.165,-0.585,0.165,0.167,0.167,0.167,0.84043,0.48,0.169,1.65,0.35
01/08/2015,0.16,1.775,0.16,0.8433,1.049,0.23971,0.16,1.19005,0.15671,-0.561,0.15671,0.16,0.16,0.16,0.879,0.48,0.162,1.73,0.41
01/09/2015,0.142,1.875,0.142,0.8511,1.0415,0.24186,0.142,1.31434,0.12643,-0.56,0.12643,0.142,0.142,0.142,0.874,0.46,0.144,1.75,0.4125
01/10/2015,0.107,1.875,0.107,0.8684,1.03875,0.22614,0.107,1.25233,0.09071,-0.601,0.09071,0.107,0.107,0.107,0.84935,0.45,0.108,1.59,0.3075
01/11/2015,0.048,1.9,0.048,0.9806,1.02525,0.22257,0.048,1.25425,0.04,-0.716,0.04,0.048,0.048,0.048,0.84971,0.45,0.049,1.53,0.255
01/12/2015,0.06,2.05,0.06,1.178,1.07025,0.22286,0.06,1.37575,0.05929,-0.5916,0.05929,0.06,0.06,0.06,0.8502,0.46,0.061,1.52,0.325
01/01/2016,0.015,2.05,0.015,1.13975,0.99713,0.15257,0.015,1.438,0.00329,-0.6232,0.00329,0.015,0.015,0.015,1.35623,0.45,0.015,1.32,0.3225
01/02/2016,-0.024,2,-0.024,1.17875,0.99463,0.07936,-0.024,1.438,-0.02257,-0.6854,-0.02257,-0.024,-0.024,-0.024,1.28357,0.45,-0.024,1.19,0.2775
01/03/2016,-0.005,2.275,-0.005,1.2104,1.00338,0.10314,-0.005,1.37575,-0.016,-0.5442,-0.016,-0.005,-0.005,-0.005,1.26893,0.45,-0.005,1.19,0.2975
01/04/2016,-0.012,2.25,-0.012,1.2295,1.0215,0.10064,-0.012,1.37475,-0.03057,-0.5212,-0.03057,-0.012,-0.012,-0.012,1.28375,0.45,-0.012,1.16,0.2925
01/05/2016,-0.015,2.3,-0.015,1.3374,1.01025,0.08857,-0.015,1.37375,-0.03329,-0.5158,-0.03329,-0.015,-0.015,-0.015,1.27714,0.45,-0.015,1.17,0.24
01/06/2016,-0.051,2.25,-0.051,1.23025,0.92088,0.07536,-0.051,1.3115,-0.05943,-0.584,-0.05943,-0.051,-0.051,-0.051,1.31607,0.45,-0.052,1.21,0.145
01/07/2016,-0.049,2.25,-0.049,1.4321,0.80119,0.09386,-0.049,1.3125,-0.065,-0.5144,-0.065,-0.049,-0.049,-0.049,1.21878,0.45,-0.05,1.2,0.16
01/08/2016,-0.052,2.35,-0.052,1.55711,0.73781,0.09314,-0.052,1.31183,-0.07529,-0.49,-0.07529,-0.052,-0.052,-0.052,1.20536,0.45,-0.053,1.13,0.15
01/09/2016,-0.064,2.35,-0.064,1.55178,0.7565,0.09929,-0.064,1.31183,-0.08186,-0.5016,-0.08186,-0.064,-0.064,-0.064,1.29429,0.45,-0.065,1.09,0.1525
01/10/2016,-0.069,2.35,-0.069,1.57511,0.814,0.115,-0.069,1.31225,-0.07186,-0.488,-0.07186,-0.069,-0.069,-0.069,1.28286,0.45,-0.07,1.09,0.17
01/11/2016,-0.08,2.35,-0.08,1.639,0.79244,0.10529,-0.08,1.39817,-0.07971,-0.5122,-0.07971,-0.08,-0.08,-0.08,1.32201,0.45,-0.081,1.15,0.175
01/12/2016,-0.082,2.625,-0.082,1.68567,0.7765,0.12586,-0.082,1.43759,-0.08629,-0.499,-0.08629,-0.082,-0.082,-0.082,1.57643,0.44,-0.083,1.25,0.155
01/01/2017,-0.101,2.625,-0.101,1.71344,0.77044,0.12843,-0.101,1.435,-0.10186,-0.5086,-0.10186,-0.101,-0.101,-0.101,1.55214,0.44,-0.102,1.2,0.1225
01/02/2017,-0.114,2.575,-0.114,1.75622,0.73506,0.12914,-0.114,1.378,-0.11386,-0.5228,-0.11386,-0.114,-0.114,-0.114,1.49464,0.44,-0.116,1.24,0.0775
01/03/2017,-0.109,2.975,-0.109,1.80178,0.71769,0.14429,-0.109,1.38,-0.12186,-0.4946,-0.12186,-0.109,-0.109,-0.109,1.48836,0.44,-0.111,1.25,0.105
01/04/2017,-0.121,2.975,-0.121,1.774,0.67994,0.135,-0.121,1.38125,-0.14329,-0.4916,-0.14329,-0.121,-0.121,-0.121,1.42507,0.45,-0.123,1.29,0.1075
01/05/2017,-0.131,2.9,-0.131,1.72372,0.6345,0.12543,-0.131,1.37875,-0.16814,-0.4912,-0.16814,-0.131,-0.131,-0.131,1.4125,0.46,-0.133,1.23,0.12
01/06/2017,-0.156,3.05,-0.156,1.73844,0.68025,0.12114,-0.156,1.37575,-0.18686,-0.49,-0.18686,-0.156,-0.156,-0.156,1.40032,0.46,-0.158,1.21,0.115
01/07/2017,-0.151,3.05,-0.151,1.72733,0.62488,0.11143,-0.151,1.37658,-0.18671,-0.498,-0.18671,-0.151,-0.151,-0.151,1.38536,0.49,-0.153,1.21,0.09
01/08/2017,-0.161,3.075,-0.161,1.71344,0.594,0.11086,-0.161,1.37708,-0.20786,-0.5056,-0.20786,-0.161,-0.161,-0.161,1.38046,0.63,-0.163,1.28,0.0325
01/09/2017,-0.172,3.075,-0.172,1.78233,0.72781,0.10371,-0.172,1.37758,-0.221,-0.5106,-0.221,-0.172,-0.172,-0.172,1.38893,0.65,-0.174,1.73,0.015
01/10/2017,-0.185,3.1,-0.185,1.84844,0.77275,0.11386,-0.185,1.37758,-0.23257,-0.523,-0.23257,-0.185,-0.185,-0.185,1.43143,0.77,-0.188,2.12,0.01
01/11/2017,-0.188,3.125,-0.188,1.95169,0.78675,0.11133,-0.188,1.40184,-0.25157,-0.5272,-0.25157,-0.188,-0.188,-0.188,1.50429,0.95,-0.191,2.38,0.0225
01/12/2017,-0.186,3.275,-0.186,2.10697,0.76694,0.12017,-0.186,1.73172,-0.24386,-0.5216,-0.24386,-0.186,-0.186,-0.186,1.53071,0.97,-0.189,2.34,0.0325
01/01/2018,-0.191,3.3,-0.191,2.26671,0.80375,0.1105,-0.191,1.46634,-0.26257,-0.5294,-0.26257,-0.191,-0.191,-0.191,1.52643,1.02,-0.194,2.35,0.02
01/02/2018,-0.191,3.375,-0.191,2.50219,0.90806,0.0985,-0.191,1.67868,-0.255,-0.5314,-0.255,-0.191,-0.191,-0.191,1.52911,1.12,-0.194,2.53,0.0375
01/03/2018,-0.19,3.565,-0.19,2.66263,1.00263,0.11917,-0.19,1.77863,-0.24557,-0.5232,-0.24557,-0.19,-0.19,-0.19,1.98714,1.12,-0.193,2.52,0.03
01/04/2018,-0.189,3.6,-0.189,2.77004,0.9735,0.119,-0.189,1.84604,-0.244,-0.5184,-0.244,-0.189,-0.189,-0.189,2.26679,1.12,-0.192,2.67,0.0525
01/05/2018,-0.184,3.765,-0.184,2.71813,0.88775,0.1135,-0.184,1.84734,-0.23143,-0.5288,-0.23143,-0.184,-0.184,-0.184,2.2975,1.12,-0.187,3.05,0.0275
01/06/2018,-0.181,4.25,-0.181,2.76406,0.96119,0.11567,-0.181,1.85171,-0.23071,-0.521,-0.23071,-0.181,-0.181,-0.181,2.55429,1.35,-0.184,3.31,0.015
01/07/2018,-0.178,4.275,-0.178,2.82781,1.05038,0.12267,-0.178,1.95692,-0.23257,-0.5148,-0.23257,-0.178,-0.178,-0.178,2.52607,1.43,-0.18,3.62,0.0175
01/08/2018,-0.166,4.45,-0.166,2.84,1.04956,0.13833,-0.166,1.95736,-0.21486,-0.5184,-0.21486,-0.166,-0.166,-0.166,2.5275,1.73,-0.168,3.53,0.0225
01/09/2018,-0.159,4.55,-0.159,2.91863,1.06269,0.13867,-0.159,1.96383,-0.21329,-0.5192,-0.21329,-0.159,-0.159,-0.159,2.69214,1.89,-0.161,3.53,0.025
01/10/2018,-0.149,4.55,-0.149,3.08375,1.05906,0.13017,-0.149,1.96975,-0.20843,-0.5322,-0.20843,-0.149,-0.149,-0.149,2.68271,2,-0.151,3.64,0.02
01/11/2018,-0.146,4.6,-0.146,3.12025,1.141,0.11067,-0.146,2.0675,-0.21829,-0.5298,-0.21829,-0.146,-0.146,-0.146,2.65929,2.22,-0.148,3.54,0.02
01/12/2018,-0.117,4.7,-0.117,3.00544,1.17031,0.10633,-0.117,2.12417,-0.18271,-0.5026,-0.18271,-0.117,-0.117,-0.117,2.74714,2.21,-0.119,3.52,0.055
